Academy of En	ET 88C,FRIA C T 	ET 88C	FRIA C T 					3
Cosmetology	COSM 50B,CEBALLOS B A	COSM 50B	CEBALLOS B A	8	4	4		25
Cosmetology	COSM 50B,CEBALLOS B A	COSM 50B	CEBALLOS B A	5	7	3		18
Cosmetology	COSM 50C,DICAMILLO N	COSM 50C	DICAMILLO N	10	6			17
Cosmetology	COSM 50C,DICAMILLO N	COSM 50C	DICAMILLO N	3	3			11
Cosmetology	COSM 64,LEDONNE H	COSM 64	LEDONNE H	6	13	5		36
Cosmetology	COSM 64,LEDONNE H	COSM 64	LEDONNE H	3	7	8		38
Cosmetology	COSM 88A,ROGERS JR J 	COSM 88A	ROGERS JR J 					2
Cosmetology	COSM 95A,PERRET D M 	COSM 95A	PERRET D M 				7	57
Cosmetology	COSM 95B,PERRET D M 	COSM 95B	PERRET D M 				4	41
Cosmetology	COSM 95C,CEBALLOS B A 	COSM 95C	CEBALLOS B A 				1	21
Cosmetology	COSM 95D,MYERS A M 	COSM 95D	MYERS A M 				2	22
Counseling	COUNS 1,GONZALEZ B M 	COUNS 1	GONZALEZ B M 				5	38
Counseling	COUNS 1,GONZALEZ B M 	COUNS 1	GONZALEZ B M 				14	48
Counseling	COUNS 11,NGUYEN A 	COUNS 11	NGUYEN A 				7	38
Counseling	COUNS 11,NGUYEN A 	COUNS 11	NGUYEN A 				4	44
Counseling	COUNS 11,HERNANDEZ MA 	COUNS 11	HERNANDEZ MA 				3	37
Counseling	COUNS 11,OCAMPO A C 	COUNS 11	OCAMPO A C 				2	36
Counseling	COUNS 11,HERRSCHAFT A C 	COUNS 11	HERRSCHAFT A C 				3	37
Counseling	COUNS 11,FINCH L A 	COUNS 11	FINCH L A 				3	33
Counseling	COUNS 11,HERRSCHAFT A C 	COUNS 11	HERRSCHAFT A C 				1	43
Counseling	COUNS 11,WANG A C 	COUNS 11	WANG A C 				1	31
Counseling	COUNS 11,HERRSCHAFT A C 	COUNS 11	HERRSCHAFT A C 				1	38
Counseling	COUNS 11,THOMPSON C 	COUNS 11	THOMPSON C 				2	40
Counseling	COUNS 11,NGOV S R 	COUNS 11	NGOV S R 				2	39
Counseling	COUNS 11,WANG A C 	COUNS 11	WANG A C 				1	38
Counseling	COUNS 12,BANKS D D	COUNS 12	BANKS D D	11	7	2		24
Counseling	COUNS 12,MARSDEN A L	COUNS 12	MARSDEN A L	19	2	3		40
Counseling	COUNS 12,TORRES-GONZALEZ N	COUNS 12	TORRES-GONZALEZ N	13	3	1		22
Counseling	COUNS 12,GARCIA C J	COUNS 12	GARCIA C J	19	3	4		36
Counseling	COUNS 12,MARSDEN A L	COUNS 12	MARSDEN A L	12	7	1		29
Counseling	COUNS 12,BANKS D D	COUNS 12	BANKS D D	13	3	3		40
Counseling	COUNS 12,NELLA M C	COUNS 12	NELLA M C	11	9	5		37
Counseling	COUNS 12,COHN-SCHNEIDER R	COUNS 12	COHN-SCHNEIDER R	23	6	3		34
Counseling	COUNS 12,COHN-SCHNEIDER R	COUNS 12	COHN-SCHNEIDER R	16	9	1		33
Counseling	COUNS 12,GAUSMAN J M	COUNS 12	GAUSMAN J M	19	6	2		33
Counseling	COUNS 12,GAUSMAN J M	COUNS 12	GAUSMAN J M	28	2			44
Counseling	COUNS 12,DAVY K L	COUNS 12	DAVY K L	30	10			40
Counseling	COUNS 12,MORRIS M R	COUNS 12	MORRIS M R	5	4	4		35
Counseling	COUNS 12,LAM J	COUNS 12	LAM J	17	3	1	1	35
Counseling	COUNS 12,NINH K	COUNS 12	NINH K	17	3	1		30
Counseling	COUNS 12,NINH K	COUNS 12	NINH K	14	4	1		28
Counseling	COUNS 12,DAVY K L	COUNS 12	DAVY K L	25	2			27
Counseling	COUNS 15,DAVY K L	COUNS 15	DAVY K L	32	2		2	37
Counseling	COUNS 15,DAVY K L	COUNS 15	DAVY K L	27	1	1		30
Counseling	COUNS 16,NELLA M C	COUNS 16	NELLA M C	10	5	1		23
Counseling	COUNS 20,GALINDO O A	COUNS 20	GALINDO O A	10	10	5		34
Counseling	COUNS 20,GALINDO O A	COUNS 20	GALINDO O A	12	5	2		38
Counseling	COUNS 20,GALINDO O A	COUNS 20	GALINDO O A	24	9	1		45
Counseling	COUNS 20,VALENTINE D	COUNS 20	VALENTINE D	6	6	4		33
Counseling	COUNS 20,GONZALEZ B M	COUNS 20	GONZALEZ B M	3	1	4		19
Counseling	COUNS 20,JIMENEZ P W	COUNS 20	JIMENEZ P W	14	9	3		32
Counseling	COUNS 20,JOHNSON GL	COUNS 20	JOHNSON GL	22	6	1		42
Counseling	COUNS 20,GALINDO O A	COUNS 20	GALINDO O A	20	11	2		45
Counseling	COUNS 20,FINCH L A	COUNS 20	FINCH L A	24	2	2		34
Counseling	COUNS 20,PRADO R E	COUNS 20	PRADO R E	16	4	6		39
Counseling	COUNS 20,BACCUS C C	COUNS 20	BACCUS C C	4	7	3		22
Counseling	COUNS 20,LEWIS M L	COUNS 20	LEWIS M L	10	4	5		34
Counseling	COUNS 20,LEWIS M L	COUNS 20	LEWIS M L	2	7	6		38
Counseling	COUNS 20,HERNANDEZ Y O	COUNS 20	HERNANDEZ Y O	26	5	4		44
Counseling	COUNS 20,PRADO R E	COUNS 20	PRADO R E	6	6	7		35
Counseling	COUNS 20,VALLEJO O	COUNS 20	VALLEJO O	12	9	6		36
Counseling	COUNS 20,GONZALEZ B M	COUNS 20	GONZALEZ B M	6	8	5		30
Counseling	COUNS 20,NUNEZ-MASON R E	COUNS 20	NUNEZ-MASON R E	15	3	1		35
Counseling	COUNS 20,CARRILLO-SARR S	COUNS 20	CARRILLO-SARR S	13	6	2	1	29
Counseling	COUNS 20,BEDWORTH S M	COUNS 20	BEDWORTH S M	11	9	9		38
Counseling	COUNS 20,TREJO A D	COUNS 20	TREJO A D	16	9	2		35
Counseling	COUNS 20,VALENTINE D	COUNS 20	VALENTINE D	17	3	3		30
Counseling	COUNS 20,COOPER D J	COUNS 20	COOPER D J	19	4	2		36
Counseling	COUNS 20,STEWART S	COUNS 20	STEWART S	9	7	8		33
Counseling	COUNS 20,TREJO A D	COUNS 20	TREJO A D	15	4	6		39
Counseling	COUNS 20,PRADO R E	COUNS 20	PRADO R E	11	12	3		38
Counseling	COUNS 20,AKINS RAVELING D	COUNS 20	AKINS RAVELING D	7	9	7		35
Counseling	COUNS 20,FINCH L A	COUNS 20	FINCH L A	33	2	3		45
Counseling	COUNS 20,TREJO A D	COUNS 20	TREJO A D	10	11	8		39
Counseling	COUNS 20,VALENTINE D	COUNS 20	VALENTINE D	9	6	4	1	31
Counseling	COUNS 20,COOPER D J	COUNS 20	COOPER D J	21	9	3		38
Counseling	COUNS 20,LEWIS M L	COUNS 20	LEWIS M L	3	6	5		37
Counseling	COUNS 20,COOPER D J	COUNS 20	COOPER D J	15	6	5		38
Counseling	COUNS 20,FELIX J	COUNS 20	FELIX J	13	9	5		34
Counseling	COUNS 20,HACKETT C D	COUNS 20	HACKETT C D	9	12	14		55
Counseling	COUNS 20,HANSON N J	COUNS 20	HANSON N J	17	11	5		40
Counseling	COUNS 20,DAHLENBURG T	COUNS 20	DAHLENBURG T	8	9	7		36
Counseling	COUNS 20,JACKSON A E	COUNS 20	JACKSON A E	19	9	2		38
Counseling	COUNS 20,BEDWORTH S M	COUNS 20	BEDWORTH S M	13	5	2		35
Counseling	COUNS 20,MCCOOL N A	COUNS 20	MCCOOL N A	33				35
Counseling	COUNS 20,FINLEY S F	COUNS 20	FINLEY S F	20	8	2		39
Counseling	COUNS 20,MCCOOL N A	COUNS 20	MCCOOL N A	33				36
Counseling	COUNS 20,DAHLENBURG T	COUNS 20	DAHLENBURG T	7	7	3		33
Counseling	COUNS 20,BEDWORTH S M	COUNS 20	BEDWORTH S M	7	10	7		37
Counseling	COUNS 20,CARRILLO-SARR S	COUNS 20	CARRILLO-SARR S	17	8	4		36
Counseling	COUNS 20,DAHLENBURG T	COUNS 20	DAHLENBURG T	7	12	8		39
Counseling	COUNS 20,MCCOOL N A	COUNS 20	MCCOOL N A	33				38
Counseling	COUNS 20,CARRILLO-SARR S	COUNS 20	CARRILLO-SARR S	9	9	6		33
Counseling	COUNS 20,JACKSON A E	COUNS 20	JACKSON A E	14	5	5		35
Counseling	COUNS 20,JACKSON A E	COUNS 20	JACKSON A E	14	8	2		38
Counseling	COUNS 20,ROBINSON J L	COUNS 20	ROBINSON J L	1	6	2		22
Counseling	COUNS 20,FELIX J	COUNS 20	FELIX J	11	6	6		29
Counseling	COUNS 20,FELIX J	COUNS 20	FELIX J	11	11	1		27
Counseling	COUNS 20,FELIX J	COUNS 20	FELIX J	5	8	4		22
Counseling	COUNS 20,FELIX J	COUNS 20	FELIX J	11	9	4		28
Counseling	COUNS 20,HALL T T	COUNS 20	HALL T T	16	2	2		27
Counseling	COUNS 20,HALL T T	COUNS 20	HALL T T	17	3			30
Counseling	COUNS 20,NAKAO P O	COUNS 20	NAKAO P O	15	4	1		27
Counseling	COUNS 20,NAKAO P O	COUNS 20	NAKAO P O	9	3	1		27
Counseling	COUNS 20,ADKINS L B	COUNS 20	ADKINS L B	15	5	3		32
Counseling	COUNS 20,ADKINS L B	COUNS 20	ADKINS L B	7	6	5		31
Counseling	COUNS 20,FINLEY S F	COUNS 20	FINLEY S F	16	7	1		35
Counseling	COUNS 20,MARTIN-TUNGPALA N	COUNS 20	MARTIN-TUNGPALA N	2	2	2		19
Counseling	COUNS 20,NJOKU R	COUNS 20	NJOKU R	4	5	4		26
Counseling	COUNS 20,MARTIN-TUNGPALA N	COUNS 20	MARTIN-TUNGPALA N	4	2	3		22
Counseling	COUNS 20,STEWART S	COUNS 20	STEWART S	10	6	8		34
Counseling	COUNS 20,MARTIN-TUNGPALA N	COUNS 20	MARTIN-TUNGPALA N	3	5	2	1	22
Counseling	COUNS 20,FINLEY S F	COUNS 20	FINLEY S F	15	8	5		36
Counseling	COUNS 88A,FELIX J	COUNS 88A	FELIX J	1				1
Counseling	COUNS 88C,FELIX J	COUNS 88C	FELIX J	2				4
Counseling	COUNS 90A,ROTHMAN V J 	COUNS 90A	ROTHMAN V J 					17
Counseling	COUNS 90B,ROTHMAN V J 	COUNS 90B	ROTHMAN V J 					10
Counseling	COUNS 90C,ROTHMAN V J 	COUNS 90C	ROTHMAN V J 				1	16
Counseling	COUNS 90D,ROTHMAN V J 	COUNS 90D	ROTHMAN V J 				1	7
Dance	DANCE 2,GONZALEZ G	DANCE 2	GONZALEZ G	46	1			49
Dance	DANCE 2,DOUGLAS JUDITH G	DANCE 2	DOUGLAS JUDITH G	52	24	3	2	96
Dance	DANCE 2,GONZALEZ G	DANCE 2	GONZALEZ G	41	1	1		47
Dance	DANCE 5,DOUGLAS JUDITH G	DANCE 5	DOUGLAS JUDITH G	65	28	5		122
Dance	DANCE 5,LEE J Y	DANCE 5	LEE J Y	9	7	9		42
Dance	DANCE 5,TOMASIC M T	DANCE 5	TOMASIC M T	13	12	3		41
Dance	DANCE 5,LEE J Y	DANCE 5	LEE J Y	7	4	4	2	43
Dance	DANCE 10,AYBAY OWENS S	DANCE 10	AYBAY OWENS S	4	2			17
Dance	DANCE 10,AYBAY OWENS S	DANCE 10	AYBAY OWENS S	9	5		1	23
Dance	DANCE 10,WOLIN-TUPAS R L	DANCE 10	WOLIN-TUPAS R L	12	2	2		20
Dance	DANCE 14,HALL L T	DANCE 14	HALL L T	5	3	3		19
Dance	DANCE 15,LEITNER D	DANCE 15	LEITNER D	14	1			23
Dance	DANCE 16,LEITNER D	DANCE 16	LEITNER D	12	2	3		27
Dance	DANCE 17,REICH S A	DANCE 17	REICH S A	8	6	1	1	31
Dance	DANCE 20,JESSWEIN J N	DANCE 20	JESSWEIN J N	14	1	2		26
Dance	DANCE 20,CANELLIAS L M	DANCE 20	CANELLIAS L M	9	4	1		27
Dance	DANCE 21,SUSILOWATI S	DANCE 21	SUSILOWATI S	17	3			22
Dance	DANCE 22,RAMIREZ R V	DANCE 22	RAMIREZ R V	5	2	2		24
Dance	DANCE 23,RAMIREZ R V	DANCE 23	RAMIREZ R V	3		1		5
Dance	DANCE 24,OCAMPO C	DANCE 24	OCAMPO C	6	3	2		18
Dance	DANCE 25,JORDAN A N	DANCE 25	JORDAN A N	13	3	3		27
Dance	DANCE 31,PALLAIS K S	DANCE 31	PALLAIS K S	7	2	6		19
Dance	DANCE 31,DEISS K A	DANCE 31	DEISS K A	2	4	2		14
Dance	DANCE 31,MOLNAR CY A	DANCE 31	MOLNAR CY A	9	4	1		20
Dance	DANCE 31,RICHARDS C R	DANCE 31	RICHARDS C R	10	2			21
Dance	DANCE 31,RICHARDS C R	DANCE 31	RICHARDS C R	10	5	1		24
Dance	DANCE 31,JEAN C A	DANCE 31	JEAN C A	9	1	2	1	19
Dance	DANCE 31,JORDAN A N	DANCE 31	JORDAN A N	8	1	5		26
Dance	DANCE 32,MOLNAR CY A	DANCE 32	MOLNAR CY A	6	2	2		18
Dance	DANCE 32,DEISS K A 	DANCE 32	DEISS K A 			2	4	6
Dance	DANCE 32,MOLNAR CY A	DANCE 32	MOLNAR CY A	6	3	2		23
Dance	DANCE 32,RICHARDS C R	DANCE 32	RICHARDS C R	11	2	1	1	22
Dance	DANCE 33,TOMASIC M T	DANCE 33	TOMASIC M T	3	3	2		21
Dance	DANCE 34,TOMASIC M T	DANCE 34	TOMASIC M T	2	7	1		15
Dance	DANCE 35,LEE J Y	DANCE 35	LEE J Y	3	5	2		18
Dance	DANCE 36,LEE J Y	DANCE 36	LEE J Y	2	2			7
Dance	DANCE 41,GUARDADO R M	DANCE 41	GUARDADO R M	6	1	1		29
Dance	DANCE 41,JEAN C A	DANCE 41	JEAN C A	16				17
Dance	DANCE 41,BENDER M M	DANCE 41	BENDER M M	7	2	1		14
Dance	DANCE 41,JORDAN A N	DANCE 41	JORDAN A N	8	2	2		23
Dance	DANCE 42,KONDRATH J M	DANCE 42	KONDRATH J M	7	1	1		17
Dance	DANCE 42,MCDONALD K E	DANCE 42	MCDONALD K E	8	1		1	20
Dance	DANCE 42,JEAN C A	DANCE 42	JEAN C A	6	1			15
Dance	DANCE 42,AYBAY OWENS S	DANCE 42	AYBAY OWENS S	10	3	1		19
Dance	DANCE 43,TOMASIC M T 	DANCE 43	TOMASIC M T 	4	2	4		12
Dance	DANCE 44,TOMASIC M T	DANCE 44	TOMASIC M T	1	1	2		9
Dance	DANCE 45,MCDONALD K E	DANCE 45	MCDONALD K E	4	5	2		16
Dance	DANCE 46,MCDONALD K E	DANCE 46	MCDONALD K E	2	1			4
Dance	DANCE 55A,LEE J Y	DANCE 55A	LEE J Y	11	7			21
Dance	DANCE 57A,RAMIREZ R V	DANCE 57A	RAMIREZ R V	12	5	5		25
Dance	DANCE 60,WOLIN-TUPAS R L	DANCE 60	WOLIN-TUPAS R L	9	2			12
Dance	DANCE 61,WOLIN-TUPAS R L	DANCE 61	WOLIN-TUPAS R L	9		1		10
Dance	DANCE 70,LEE J Y	DANCE 70	LEE J Y	15				17
Dance	DANCE 70,RAMIREZ R V	DANCE 70	RAMIREZ R V	18	2	1		23
Dance	DANCE 87,TOMASIC M T	DANCE 87	TOMASIC M T	7				8
Dance	DANCE 88A,DOUGLAS JUDITH G	DANCE 88A	DOUGLAS JUDITH G	1				2
Design Techno	ET 2,KEESHEN J F	ET 2	KEESHEN J F	22	12	2		39
Design Techno	ET 2,KEESHEN J F	ET 2	KEESHEN J F	18	7	5		34
Design Techno	ET 11,ABODE JR P J	ET 11	ABODE JR P J	9	3	2		19
Design Techno	ET 15,HUSSAIN W	ET 15	HUSSAIN W	2	1			23
Design Techno	ET 18,KLAUTKY E K	ET 18	KLAUTKY E K	8	4	4		21
Design Techno	ET 18,KEESHEN J F	ET 18	KEESHEN J F	9	8	2		26
Design Techno	ET 19A,BROWN S S	ET 19A	BROWN S S	16	3	1		23
Design Techno	ET 19B,DAVIS J A	ET 19B	DAVIS J A	8	12	1		22
Design Techno	ET 20,KEESHEN J F	ET 20	KEESHEN J F	11	1	4		22
Design Techno	ET 24,DERAKHSHANI R L	ET 24	DERAKHSHANI R L	11	4	4		27
Design Techno	ET 24,HUSSAIN W	ET 24	HUSSAIN W	5	2	1		19
Design Techno	ET 24B,MAGNUSON B M	ET 24B	MAGNUSON B M	3	5	1		16
Design Techno	ET 24C,SHUM J	ET 24C	SHUM J	8	5	1		18
Design Techno	ET 25,ERICKSON D W	ET 25	ERICKSON D W	12	7			19
Design Techno	ET 26,DERAKHSHANI D	ET 26	DERAKHSHANI D	7	5			20
Design Techno	ET 31A,LOUIE W B	ET 31A	LOUIE W B	14	8	1		26
Design Techno	ET 31A,LOUIE W B	ET 31A	LOUIE W B	12	12	1		29
Design Techno	ET 31B,LOUIE W B	ET 31B	LOUIE W B	10	1	1		20
Design Techno	ET 32,UZAN D	ET 32	UZAN D	7	7	4		26
Design Techno	ET 34,ROTBLATT S J	ET 34	ROTBLATT S J	5	6	3		22
Design Techno	ET 37,DUGANNE J A	ET 37	DUGANNE J A	12		2		24
Design Techno	ET 37,CAMENETI M A	ET 37	CAMENETI M A	15	1	1	1	24
Design Techno	ET 38,DUGANNE J A	ET 38	DUGANNE J A	8	1	4		15
Design Techno	ET 40,BEASLEY F	ET 40	BEASLEY F	9	9	1		23
Design Techno	ET 40,JAVELOSA D A	ET 40	JAVELOSA D A	14	4	2		26
Design Techno	ET 41,BEASLEY F	ET 41	BEASLEY F	6	3	2		20
Design Techno	ET 42,JAVELOSA D A	ET 42	JAVELOSA D A	8	6	2		22
Design Techno	ET 42,JAVELOSA D A	ET 42	JAVELOSA D A	8	4	2		18
Design Techno	ET 44,JAVELOSA D A	ET 44	JAVELOSA D A	12	3	3		20
Design Techno	ET 44,JAVELOSA D A	ET 44	JAVELOSA D A	13	4	2		24
Design Techno	ET 60,LOUIE W B	ET 60	LOUIE W B	12	6			22
Design Techno	ET 61,POIRIER N P	ET 61	POIRIER N P	22	6	1		34
Design Techno	ET 61,WINFREY A M	ET 61	WINFREY A M	18	4	3		32
Design Techno	ET 64,CAMPBELL R 	ET 64	CAMPBELL R 	2	2	1	8	14
Design Techno	ET 72,NAGEL J G	ET 72	NAGEL J G	7	7	1		27
Design Techno	ET 75,DAVIS J A	ET 75	DAVIS J A	15	6		1	26
Design Techno	ET 88B,FRIA C T 	ET 88B	FRIA C T 					4
Design Techno	ET 90B,FRIA C T 	ET 90B	FRIA C T 					1
Design Techno	ET 91,KLAUTKY E K	ET 91	KLAUTKY E K	6	5	10		25
Design Techno	ET 92,KAROL-CROWTHER C I	ET 92	KAROL-CROWTHER C I	20	4	1		25
Design Techno	ET 94,BROWN S S	ET 94	BROWN S S	18	3		1	25
Design Techno	ET 96,ROBINSON K C	ET 96	ROBINSON K C	12	3			17
Design Techno	GR DES 18,HILL R L	GR DES 18	HILL R L	8	4	3		25
Design Techno	GR DES 18,LANCASTER W F	GR DES 18	LANCASTER W F	12	6	6		29
Design Techno	GR DES 18,ARMSTRONG R W	GR DES 18	ARMSTRONG R W	10	4	2		19
Design Techno	GR DES 18,ARMSTRONG R W	GR DES 18	ARMSTRONG R W	13	4			24
Design Techno	GR DES 31,WOOD S J	GR DES 31	WOOD S J	12	1	2		24
Design Techno	GR DES 31,DONON S G	GR DES 31	DONON S G	5	3	4		19
Design Techno	GR DES 31,DONON S G	GR DES 31	DONON S G	3	3	5		21
Design Techno	GR DES 33,BROUKHIM M	GR DES 33	BROUKHIM M	5	2	3		17
Design Techno	GR DES 33,STINSON M W	GR DES 33	STINSON M W	2	5	3		20
Design Techno	GR DES 34,MAZZARA E	GR DES 34	MAZZARA E	13	2	1		23
Design Techno	GR DES 34,MAZZARA E	GR DES 34	MAZZARA E	13	2	2		23
Design Techno	GR DES 34,MAZZARA E	GR DES 34	MAZZARA E	12	3	3		25
Design Techno	GR DES 35,GERDS D A	GR DES 35	GERDS D A	14	5	2		29
Design Techno	GR DES 35,ROBINSON K C	GR DES 35	ROBINSON K C	9	6	4		28
Design Techno	GR DES 38,BADUEL Z M	GR DES 38	BADUEL Z M	12	5	3		24
Design Techno	GR DES 38,BADUEL Z M	GR DES 38	BADUEL Z M	5	5	3		22
Design Techno	GR DES 41,BADUEL Z M	GR DES 41	BADUEL Z M	2	9	1		18
Design Techno	GR DES 41,BADUEL Z M	GR DES 41	BADUEL Z M	6	5	3		17
Design Techno	GR DES 51,LANCASTER W F	GR DES 51	LANCASTER W F	16	10	2		30
Design Techno	GR DES 64,LANCASTER W F	GR DES 64	LANCASTER W F	12	8	2		26
Design Techno	GR DES 64,KASRA M	GR DES 64	KASRA M	9	6	2		30
Design Techno	GR DES 64,LANCASTER W F	GR DES 64	LANCASTER W F	14	5	2		27
Design Techno	GR DES 65,MACGILLIVRAY I J	GR DES 65	MACGILLIVRAY I J	7	3	3		20
Design Techno	GR DES 65,WANG J K	GR DES 65	WANG J K	7	2	1		24
Design Techno	GR DES 65,CAVANAUGH J Y	GR DES 65	CAVANAUGH J Y	11	4	1		25
Design Techno	GR DES 65,CAVANAUGH J Y	GR DES 65	CAVANAUGH J Y	5	2			18
Design Techno	GR DES 66,CAVANAUGH J Y	GR DES 66	CAVANAUGH J Y	10	6	1		23
Design Techno	GR DES 66,CAVANAUGH J Y	GR DES 66	CAVANAUGH J Y	9	2	3		22
Design Techno	GR DES 67,CAVANAUGH J Y	GR DES 67	CAVANAUGH J Y	22				22
Design Techno	GR DES 71,HEATON W B	GR DES 71	HEATON W B	9	3			18
Design Techno	GR DES 71,ALEXOPOULOS T A	GR DES 71	ALEXOPOULOS T A	10	3	1		21
Design Techno	GR DES 71,GERDS E L	GR DES 71	GERDS E L	3	5	1		16
Design Techno	GR DES 75,FISCHER M I	GR DES 75	FISCHER M I	5	4			20
Design Techno	GR DES 90A,LANCASTER W F 	GR DES 90A	LANCASTER W F 					1
Design Techno	GR DES 90B,LANCASTER W F 	GR DES 90B	LANCASTER W F 				1	1
Design Techno	GR DES 90C,LANCASTER W F 	GR DES 90C	LANCASTER W F 				3	4
Design Techno	INTARC 28,SOTO A J	INTARC 28	SOTO A J	11	7	2		26
Design Techno	INTARC 28A,FRAULINO C	INTARC 28A	FRAULINO C	11	9			25
Design Techno	INTARC 28A,MAGNO H R	INTARC 28A	MAGNO H R	6	4	1		18
Design Techno	INTARC 28A,NOONAN I	INTARC 28A	NOONAN I	15	1		1	23
Design Techno	INTARC 29,CORDOVA S A	INTARC 29	CORDOVA S A	10	3	4		24
Design Techno	INTARC 30,HAO J Y	INTARC 30	HAO J Y	6	6	7	1	26
Design Techno	INTARC 30,HAO J Y	INTARC 30	HAO J Y	5	3	6		21
Design Techno	INTARC 31,HAO J Y	INTARC 31	HAO J Y	5	4	4		19
Design Techno	INTARC 33,GREGORY D K	INTARC 33	GREGORY D K	10	7			18
Design Techno	INTARC 34,ADAIR J S	INTARC 34	ADAIR J S	6	11	4		29
Design Techno	INTARC 35,CORDOVA S A	INTARC 35	CORDOVA S A	13	2	1	1	24
Design Techno	INTARC 35,ROSE M L	INTARC 35	ROSE M L	4	4	1		23
Design Techno	INTARC 36,MURPHY J M	INTARC 36	MURPHY J M	19	2			27
Design Techno	INTARC 37,HARBOUR R W	INTARC 37	HARBOUR R W	14	5	1		26
Design Techno	INTARC 38,TOOKE J L	INTARC 38	TOOKE J L	6	7	1		18
Design Techno	INTARC 40,HAO J Y	INTARC 40	HAO J Y	4	4	6		14
Design Techno	INTARC 41,NOONAN I	INTARC 41	NOONAN I	7	14	8		34
Design Techno	INTARC 45,HAO J Y 	INTARC 45	HAO J Y 	1	1		1	3
Design Techno	INTARC 46,WANG D	INTARC 46	WANG D	6	3	2		18
Design Techno	INTARC 50,ADAIR J S	INTARC 50	ADAIR J S	4	3	2		16
Design Techno	INTARC 90B,HAO J Y 	INTARC 90B	HAO J Y 					2
Design Techno	INTARC 90D,HAO J Y 	INTARC 90D	HAO J Y 					1
Disabled Stud	COUNS 12H,DAIRE M J	COUNS 12H	DAIRE M J	9	4	1		18
Disabled Stud	COUNS 13H,RABINOW-PALLEY L	COUNS 13H	RABINOW-PALLEY L	9		1		11
Disabled Stud	COUNS 15H,ADAMS J	COUNS 15H	ADAMS J	5	3	1		30
Disabled Stud	COUNS 21H,CUTLER E J 	COUNS 21H	CUTLER E J 					12
Disabled Stud	COUNS 22H,CUTLER E J 	COUNS 22H	CUTLER E J 					3
Disabled Stud	COUNS 25H,CUTLER E J 	COUNS 25H	CUTLER E J 					2
Disabled Stud	COUNS 41H,EVANS JAMI R	COUNS 41H	EVANS JAMI R	2	3	1		6
Disabled Stud	COUNS 51,JOHNSON A H 	COUNS 51	JOHNSON A H 					12
Disabled Stud	COUNS 52,JOHNSON A H 	COUNS 52	JOHNSON A H 				2	13
Disabled Stud	COUNS 54,AXELROD L 	COUNS 54	AXELROD L 				3	13
Disabled Stud	COUNS 56,AXELROD L 	COUNS 56	AXELROD L 				3	5
Disabled Stud	COUNS 57,DECKER D M 	COUNS 57	DECKER D M 				2	13
Disabled Stud	COUNS 58,MARCOPULOS G E 	COUNS 58	MARCOPULOS G E 					1
Disabled Stud	COUNS 58,MARCOPULOS G E 	COUNS 58	MARCOPULOS G E 					1
Disabled Stud	COUNS 59,JOHNSON A H 	COUNS 59	JOHNSON A H 					8
Earth Science	ANTHRO 1,RASHIDI J S	ANTHRO 1	RASHIDI J S	12	12	7		47
Earth Science	ANTHRO 1,LEWIS B S	ANTHRO 1	LEWIS B S	2	3	15		44
Earth Science	ANTHRO 1,DENMAN J F	ANTHRO 1	DENMAN J F	10	10	17		43
Earth Science	ANTHRO 1,LEWIS B S	ANTHRO 1	LEWIS B S	6	5	6		42
Earth Science	ANTHRO 1,HARADON C M	ANTHRO 1	HARADON C M	7	7	3		21
Earth Science	ANTHRO 1,RASHIDI J S	ANTHRO 1	RASHIDI J S	15	7	13		49
Earth Science	ANTHRO 1,HARADON C M	ANTHRO 1	HARADON C M	5	6	4		33
Earth Science	ANTHRO 2,MINZENBERG E G	ANTHRO 2	MINZENBERG E G	8	8	13		45
Earth Science	ANTHRO 2,DENMAN J F	ANTHRO 2	DENMAN J F	14	11	20		66
Earth Science	ANTHRO 2,MINZENBERG E G	ANTHRO 2	MINZENBERG E G	11	12	4		27
Earth Science	ANTHRO 2,DENMAN J F	ANTHRO 2	DENMAN J F	11	10	19		49
Earth Science	ANTHRO 2,GREBLER G	ANTHRO 2	GREBLER G	26	17	3		47
Earth Science	ANTHRO 2,STRAUSS E M	ANTHRO 2	STRAUSS E M	31	5	2		40
Earth Science	ANTHRO 2,MINZENBERG E G	ANTHRO 2	MINZENBERG E G	11	16	2	3	46
Earth Science	ANTHRO 2,DALLA DEA A L	ANTHRO 2	DALLA DEA A L	6	5	2		23
Earth Science	ANTHRO 2,ZANE W W	ANTHRO 2	ZANE W W	10	7	11		41
Earth Science	ANTHRO 3,LEWIS B S	ANTHRO 3	LEWIS B S	5	2	6		39
Earth Science	ANTHRO 3,LEWIS B S	ANTHRO 3	LEWIS B S	2	13	8		44
Earth Science	ANTHRO 3,LEWIS B S	ANTHRO 3	LEWIS B S	3	2	9		37
Earth Science	ANTHRO 4,LEWIS B S	ANTHRO 4	LEWIS B S	3	5	4		39
Earth Science	ANTHRO 5,AUSTIN J K	ANTHRO 5	AUSTIN J K	3	7	8		31
Earth Science	ANTHRO 5,AUSTIN J K	ANTHRO 5	AUSTIN J K	3	3	8		21
Earth Science	ANTHRO 5,GAULD S C	ANTHRO 5	GAULD S C	6	3	9	1	27
Earth Science	ANTHRO 5,GAULD S C	ANTHRO 5	GAULD S C	4	8	6		24
Earth Science	ANTHRO 7,COHEN M M	ANTHRO 7	COHEN M M	9	13	3		35
Earth Science	ANTHRO 9,HARADON C M	ANTHRO 9	HARADON C M	10	9	2		31
